"MAGPIID","segID","xmax","ymax","RAmax","Decmax","z.x","QOP","mag_it","mag_rt","R50_it","R90_it","axrat_it","ang_it","MAGPIID_v2.2.0","re","re_err","q","q_err","pa","pa_err","chi2_galfit_v2.2.0","fwhm_g","fwhm_r","fwhm_i","fwhm_z","QCFLAG","z.y","StellarMass_bestfit","StellarMass_median","StellarMass_16","StellarMass_84","SFRburst_bestfit","SFRburst_median","SFRburst_16","SFRburst_84","stelkinfracRe","stelkinfrac0p5Re","gaskinfracRe","gaskinfrac0p5Re","Lambda0p5Re","LambdaRe","VoS0p5Re","VoSRe","OII_3727","OII_3730","OIII_5008","Ha"
1528126155,64,126.5,155.5,220.236246,-1.650394,0.6368,1,24.719,24.441,0.741,1.231,0.565,147.85,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528128075,87,128.5,75.5,220.236135,-1.654839,0.0735,1,25.485,25.33,0.531,0.906,0.637,0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528130235,28,130.5,235.5,220.236024,-1.64595,0.7301,4,24.197,23.74,0.493,0.963,0.855,164.7,1528130235,0.27,0.01,0.77,0.04,31.68,6.04,1.718,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.7301,2304632196.37379,1109786839.32287,788697268.50462,1752368026.94447,0.644803050095327,0.645222049700813,0.500540201795271,0.886693852762097,0,0,0,0,NA,NA,NA,NA,0.243,0.29,0.227,0
1528135165,163,135.5,165.5,220.235746,-1.649839,3.5591,1,26.509,26.44,0.42,0.631,0.682,45.32,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528135323,166,135.5,323.5,220.235746,-1.641061,0.74,1,25.594,25.026,0.689,1.093,0.678,0.26,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528139210,102,139.5,210.5,220.235523,-1.647339,5.8426,1,26.324,26.292,0.449,0.642,0.623,170.86,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528141230,156,141.5,230.5,220.235412,-1.646228,0.4064,1,26.364,26.461,0.304,0.486,0.967,80.64,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528159222,19,159.5,222.5,220.234412,-1.646672,0.6277,3,24.176,23.86,0.43,0.781,0.895,11.84,1528159222,0.2,0.02,0.24,0.15,10.99,9.08,1.681,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.6277,2095090022.19177,1866088143.73781,1242498211.54202,2545796655.32758,1.48215040370343,0.528975943732289,0.333505467964752,0.833949558617665,0,0,0,0,NA,NA,NA,NA,0.705,0.738,0.656,0
1528166205,62,166.5,205.5,220.234023,-1.647617,1.1016,1,25.336,25.249,0.49,0.886,0.821,6.78,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528169231,109,169.5,231.5,220.233856,-1.646172,0.6279,3,26.884,26.621,0.366,0.516,0.751,2.82,1528169231,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,8.961,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.6279,564494998.887333,424017218.121255,216476655.436667,979411730.881785,0.214121291110991,0.178764739711788,0.10425254363473,0.307550211472315,0,0,0,0,NA,NA,NA,NA,0.082,0.11,0.247,0
1528172038,26,172.5,38.5,220.233689,-1.656894,0.6936,2,22.796,22.033,1.59,2.927,0.448,86.23,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528178281,142,178.5,281.5,220.233356,-1.643394,0.6523,1,25.961,25.805,0.565,0.845,0.66,156.27,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528180051,38,180.5,51.5,220.233245,-1.656172,1.452,3,23.746,23.465,0.545,0.973,0.881,2.74,1528180051,0.3,0.01,0.87,0.06,68.39,16.22,2.284,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,1.452,15146375532.0087,22993380941.9027,16980874455.0251,30344184172.6638,82.3063401162326,36.9714254884982,17.0738145733414,54.1012099221605,0,0,0,0,NA,NA,NA,NA,0.516,0.505,0,0
1528180143,69,180.5,143.5,220.233245,-1.651061,0.4487,3,25.073,24.967,0.45,0.761,0.88,79.76,1528180143,0.32,0.02,0.58,0.08,60.69,8.35,1.529,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.4487,3166632990.96145,3329842125.91182,854421388.20951,6812672076.64227,0.613279778371719,0.597997574647152,0.00409706657273735,1.48006013696985,0,0,0,0,NA,NA,NA,NA,0.323,0.343,0.434,0
1528181350,90,181.5,350.5,220.233189,-1.639561,0.6638,2,25.219,25.204,0.447,0.72,0.904,15.67,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528182064,45,182.5,64.5,220.233133,-1.65545,0.2159,3,23.384,23.187,0.846,1.576,0.633,14.68,1528182064,0.78,0.01,0.24,0.01,15.85,0.72,2.188,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.2159,57612298.9577861,101173666.352588,71552939.6868545,149111157.250213,0.0725297636819049,0.0381576850786585,0.0299598304351309,0.0538863446443842,0,0,0,0,NA,NA,NA,NA,0,0,0,0.044
1528182239,33,182.5,239.5,220.233133,-1.645728,0.4257,1,24.693,24.658,0.443,0.752,0.841,74.7,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528186076,121,186.5,76.5,220.232911,-1.654783,0.3056,2,25.79,25.831,0.366,0.604,0.894,17.19,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528197197,2,197.5,197.5,220.2323,-1.648061,0.3219,4,18.869,18.345,2.085,4.069,0.581,157.23,1528197197,2.06,0.01,0.54,0,-24.9,0.17,77.264,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.3219,205544411468.966,268957811152.992,205727165510.414,304729131957.663,103.771716212935,59.477879278381,28.8524688905049,142.137747444972,0.988165680473373,1,1,1,0.656437013517345,0.783196628184929,0.924133413771833,1.37956320699279,0.224,0.254,0.204,0.256
1528198277,23,198.5,277.5,220.232244,-1.643617,0.6884,3,24.729,23.938,0.361,0.745,0.984,112.93,1528198277,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,1.514,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.6884,2308537721.38344,1333187809.34743,763819404.293198,3576139942.47753,0.378157031774443,0.382456004089847,0.02646702783724,0.545829132102393,0,0,0,0,NA,NA,NA,NA,0.267,0.25,0.25,0
1528204185,207,204.5,185.5,220.231911,-1.648728,0.3216,3,24.822,24.339,0.428,0.622,0.792,78.09,1528204185,1.08,0.3,0.12,0.16,-50.47,7.03,114.247,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.3216,262132659.025022,219338521.140006,156487905.171275,381071954.158676,0.034069990559608,0.0536480233815763,0.0424118940680285,0.0840392336499343,0,0,0.0138888888888889,0.0454545454545455,NA,NA,NA,NA,0.103,0.034,0.034,0.103
1528206130,12,206.5,130.5,220.2318,-1.651783,0.3256,4,22.225,21.759,0.651,1.387,0.941,169.39,1528206130,0.51,0,0.68,0.01,-21.8,0.52,2.201,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.3256,4814017817.50171,5078435328.10338,3972029169.03185,6148685423.48516,0.00457170563366839,0.00027735449107655,1.01869961645494e-69,0.830599392567796,0.772727272727273,1,0.681818181818182,1,NA,NA,NA,NA,0.041,0.034,0.021,0.058
1528207101,1,207.5,101.5,220.231744,-1.653394,-6e-04,6,20.832,20.576,0.374,1,0.919,82.69,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528209135,205,209.5,135.5,220.231633,-1.651505,0.6493,1,25.332,24.927,0.639,1.013,0.62,32.57,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528214069,47,214.5,69.5,220.231355,-1.655172,2.1965,2,24.259,24.142,0.4,0.786,0.981,106.84,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528215243,24,215.5,243.5,220.231299,-1.645505,0.5466,3,23.685,23.314,0.647,1.167,0.777,104.05,1528215243,0.44,0.01,0.6,0.01,-63.9,1.8,1.743,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.5466,2076095166.78421,1694918479.13946,1342214402.3579,2125618071.84587,0.351040697841312,0.425647371237052,0.335503600185339,0.537055847970899,0,0,0,0,NA,NA,NA,NA,0.528,0.632,0.651,0
1528215252,44,215.5,252.5,220.231299,-1.645005,1.037,3,25.148,24.672,0.414,0.69,0.951,146.56,1528215252,0.21,0.03,0.51,0.13,-32.82,8.57,1.552,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,1.037,3931762244.72714,2089054226.64099,1340075475.1785,3209178349.54259,29.4736953584049,0.948592636715397,0.656818387224017,1.61305781499295,0,0,0,0,NA,NA,NA,NA,0.683,0.634,0,0
1528220154,20,220.5,154.5,220.231021,-1.65045,0.3213,4,23.834,23.496,0.504,0.993,0.928,122.39,1528220154,0.25,0.01,0.67,0.05,-41.49,5.29,3.339,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.3213,1750279182.08351,1468435098.28983,793439989.299936,2628458536.72701,1.33930598741933,0.283872326634184,5.72369086419301e-14,1.06990079071981,0,0,0,0,NA,NA,NA,NA,0.113,0.209,0.192,0.141
1528221074,86,221.5,74.5,220.230966,-1.654894,0.4762,1,24.641,24.268,0.782,1.454,0.906,8.2,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528226264,116,226.5,264.5,220.230688,-1.644339,0.8024,2,26.485,26.354,0.337,0.552,0.95,90.75,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528227339,93,227.5,339.5,220.230632,-1.640172,0.3914,2,25.61,25.138,0.561,0.937,0.877,32.09,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528230133,30,230.5,133.5,220.230466,-1.651617,1.4699,3,24.228,24.204,0.421,0.806,0.828,91.36,1528230133,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2.539,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,1.4699,9459066544.93462,6220277172.51222,3716392836.28955,9227936655.96932,1.34602628818875,4.08591721712433,2.70416312720841,6.76891634956224,0,0,0,0,NA,NA,NA,NA,-99,-99,-99,-99
1528230175,95,230.5,175.5,220.230466,-1.649283,0.4555,2,26.687,26.279,0.328,0.564,0.839,26.64,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528230292,148,230.5,292.5,220.230466,-1.642783,0.7306,2,26.631,25.759,0.489,0.757,0.873,140.16,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528234248,51,234.5,248.5,220.230243,-1.645228,0.6266,3,25.511,25.17,0.369,0.619,0.916,115.46,1528234248,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2.217,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.6266,672693427.804637,884699042.838508,290376504.350569,1146152624.14915,0.925443248008672,0.625788761007829,0.364426069134503,0.855269030279838,0,0,0,0,NA,NA,NA,NA,0.169,0.193,0.277,0
1528236196,59,236.5,196.5,220.230132,-1.648117,3.5172,2,25.032,24.614,0.787,1.411,0.734,88.74,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528237155,115,237.5,155.5,220.230077,-1.650394,0.369,1,25.397,25.301,0.697,1.131,0.874,3.35,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528242262,144,242.5,262.5,220.229799,-1.64445,3.5729,1,26.444,26.907,0.316,0.425,0.741,142.62,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528243095,125,243.5,95.5,220.229743,-1.653728,0.4033,1,24.585,24.444,0.839,1.438,0.979,167.57,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528243167,74,243.5,167.5,220.229743,-1.649728,0.2473,2,25.571,25.524,0.466,0.796,0.829,126.01,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528249228,17,249.5,228.5,220.22941,-1.646339,0.7301,4,23.084,22.53,1.131,2.176,0.329,13.78,1528249228,0.94,0.01,0.1,0.01,13.54,0.25,2.372,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.7301,2914371753.98843,2115516600.29738,1268551639.48916,2874743273.96528,4.90679558706609,1.65121469569293,1.25508312855606,2.67578106619469,0,0,0,0,NA,NA,NA,NA,0.49,0.523,0.365,0
1528251052,158,251.5,52.5,220.229299,-1.656117,0.6767,3,25.841,24.636,0.513,0.873,0.828,145.03,1528251052,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2.356,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.6767,394533996.226882,254256195.530474,131892986.229964,491616901.800242,0.0991782722518858,0.0741397452033851,0.0389676799814459,0.118776910818941,0,0,0,0,NA,NA,NA,NA,0.164,0.127,0.236,0
1528251306,50,251.5,306.5,220.229299,-1.642005,0.5468,3,24.321,24.014,0.551,0.948,0.876,30.59,1528251306,0.36,0.01,0.82,0.04,13.31,7.08,1.513,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.5468,1159116323.0715,917326428.477568,617961848.526941,1728542295.81827,0.269921030880048,0.185021726400551,5.60361002273813e-10,0.35262178130011,0,0,0,0,NA,NA,NA,NA,0.352,0.408,0.359,0
1528256255,41,256.5,255.5,220.229021,-1.644839,1.2053,3,25.103,24.913,0.363,0.726,0.903,143.93,1528256255,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,1.636,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,1.2053,12636724191.2296,2818045357.78144,1416076226.79679,7171597075.45398,4.86500887373298,2.13514776311198,1.02184677154657,5.62527256908943,0,0,0,0,NA,NA,NA,NA,0.349,0.465,0,0
1528258363,3,258.5,363.5,220.22891,-1.638839,-3e-04,6,21.797,21.014,0.437,1.749,0.812,109.1,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528260113,71,260.5,113.5,220.228798,-1.652728,3.2736,2,25.343,25.549,0.44,0.745,0.574,119.22,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528261199,39,261.5,199.5,220.228743,-1.64795,0.1034,3,24.305,24.143,0.614,1.117,0.804,15.67,1528261199,0.39,0.02,0.64,0.04,25.57,5.07,1.968,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.1034,58722023.5032232,16467748.8612092,9625217.78415192,45602058.8945683,0.0627808213381082,0.0033826063920665,0.00216614433734272,0.0101549073602969,0,0,0,0,NA,NA,NA,NA,0,0,0.115,0.082
1528264208,78,264.5,208.5,220.228576,-1.64745,1.2141,1,25.898,25.621,0.523,0.811,0.65,71.79,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528266125,168,266.5,125.5,220.228465,-1.652061,0.3916,1,26.007,25.703,0.551,0.87,0.75,22.02,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528266350,22,266.5,350.5,220.228465,-1.639561,0.5468,3,23.773,23.431,0.411,0.843,0.917,7.26,1528266350,0.11,0.04,0.47,0.23,-29.96,18.64,18.824,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.5468,689410437.755776,916884759.71454,640474241.825272,1734359018.65232,0.043419066754426,0.396544412775611,0.166254782354396,0.839203026957846,0,0,0,0,NA,NA,NA,NA,0.262,0.377,0.369,0
1528268168,75,268.5,168.5,220.228354,-1.649672,0.5165,3,26.141,25.564,0.324,0.555,0.886,34.43,1528268168,0.11,0,0.1,0,-55.77,0,1.84,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.5165,12399399018.0903,52717737941.0486,12385704168.9078,203352400772.08,2.41233827567146,9.05344053332474,1.44951279042637e-09,56.9342426771317,0,0,0,0,NA,NA,NA,NA,0.213,0.393,0.508,0
1528274153,37,274.5,153.5,220.22802,-1.650505,0.9359,3,25.153,24.463,0.393,0.687,0.903,138.84,1528274153,0.11,0.09,0.1,0.43,-43.95,51.12,1.679,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.9359,4087428266.04108,1896100993.92288,1080519947.24425,3738202500.76853,0.2754311847131,0.549957041285369,0.2424716644651,1.2651058598131,0,0,0,0,NA,NA,NA,NA,0.563,0,0,0
1528275314,29,275.5,314.5,220.227965,-1.641561,0.3971,4,24.24,23.915,0.441,1.116,0.861,0.98,1528275314,0.12,0.02,0.1,0.14,-20.71,3.88,1.584,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.3971,1928911065.95819,4830652091.44059,429497306.615203,10655500891.4025,8.03781495584523,3.91944971329877,0.207645849167206,13.2570581177021,0,0,0,0,NA,NA,NA,NA,0.128,0.128,0.191,0.123
1528275345,80,275.5,345.5,220.227965,-1.639839,0.3209,1,24.622,24.378,0.778,1.309,0.624,179.1,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528278283,182,278.5,283.5,220.227798,-1.643283,1.118,2,26.293,25.902,0.548,0.861,0.701,102.7,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528282206,134,282.5,206.5,220.227576,-1.647561,0.774,1,27.079,26.172,0.491,0.727,0.842,31.06,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528288076,56,288.5,76.5,220.227242,-1.654783,1.5279,3,24.029,23.912,0.479,0.919,0.853,102.4,1528288076,0.24,0.01,0.66,0.06,-60.13,5.86,1.694,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,1.5279,9185283238.05538,6715305047.09988,4725100744.23404,9622330510.81433,3.92537211405549,4.90322437524313,3.88706215206963,6.40489186394253,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528289352,21,289.5,352.5,220.227187,-1.63945,0.8439,4,24.07,23.289,0.49,1.044,0.765,176.2,1528289352,0.15,0.02,0.37,0.08,-17.8,4.48,2.996,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.8439,2388735058.17704,2209887353.01126,1401995369.40536,3346757164.76069,0.992524760861186,1.15244709615212,0.950205016299939,1.39531443673563,0,0,0,0,NA,NA,NA,NA,0.126,0.201,0.189,0
1528294238,57,294.5,238.5,220.226909,-1.645783,0.4583,3,24.794,24.288,0.619,1.212,0.777,56.91,1528294238,0.37,0.02,0.41,0.06,71.12,3.82,2.096,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.4583,1366623116.74784,557313600.272282,299948314.105886,1237595220.57006,3.79777255460769e-21,0.101668404155675,2.20437864594829e-05,0.284894801667151,0,0,0,0,NA,NA,NA,NA,0.093,0.107,0.107,0
1528296111,179,296.5,111.5,220.226798,-1.652839,0.5273,1,26.235,25.886,0.45,0.734,0.769,130.69,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528296205,73,296.5,205.5,220.226798,-1.647617,0.7831,3,26.128,25.166,0.577,1.048,0.759,37.63,1528296205,0.19,0.09,0.1,0.21,29.7,7.24,1.589,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.7831,6807204348.41245,4133351258.6284,1469175370.84583,12457342323.4762,4.5945821934478e-06,0.783338699662845,0.00247619456267485,4.54016855650055,0,0,0,0,NA,NA,NA,NA,0.086,0.103,0.082,0
1528299285,113,299.5,285.5,220.226631,-1.643172,0.7095,1,25.837,25.633,0.487,0.795,0.879,150.34,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528300063,40,300.5,63.5,220.226575,-1.655505,0.1326,3,22.316,22.034,1.086,2.294,0.65,169.93,1528300063,0.94,0.01,0.44,0.01,-9.06,0.59,2.834,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.1326,273449451.532271,445449860.385558,235323019.716896,885914228.262675,0.259528997713109,0.10928939029295,0.0542318969649429,0.226017278727414,0,0,0,0,NA,NA,NA,NA,0,0,0.093,0.146
1528301218,36,301.5,218.5,220.22652,-1.646894,0.3411,2,23.544,23.107,0.813,1.596,0.883,70.28,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528304338,27,304.5,338.5,220.226353,-1.640228,0.9273,1,24.505,24.281,0.355,0.623,0.893,117.46,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528310241,16,310.5,241.5,220.226019,-1.645617,0.3213,4,22.327,22.048,0.966,1.892,0.539,70.37,1528310241,0.94,0.01,0.21,0,71.21,0.2,2.263,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,0.3213,5267785107.03405,4191243035.82361,2861420777.69726,5733654831.24092,2.43499457722834e-153,8.80020671251506e-30,0,0.000289277798616444,0.0285714285714286,0.1,0.814285714285714,1,NA,NA,NA,NA,0.129,0.129,0.129,0.111
1528311138,82,311.5,138.5,220.225964,-1.651339,4.9473,1,24.705,24.303,0.779,1.407,0.908,2.74,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1528312065,140,312.5,65.5,220.225908,-1.655394,0.3846,1,25.055,24.894,0.645,1.117,0.722,176.87,NA,NA,NA,NA,NA,NA,NA,NA,0.662378590074119,0.622168153242609,0.564138325748838,0.520026280394483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
